"Type"|"Name"|"Status"|"Risk Ranking"|"Affected Entity"|"Deficiency"|"Details or Resolution Options"
"Existing Safeguard"|"Defrost, water, is built and controlled adequately to handle a reasonable range of circumstances. [OK?]"|"[Not applicable]"|"[Not applicable]"|"[Not applicable]"|"[Not applicable]"|"Safeguard Type: Engineering and Administrative Combined
[DESCRIBE ANY WATER DEFROSTING, AUTOMATED OR ROUTINELY DONE, ON THE AMMONIA-REFRIGERATION SYSTEM.]"
"Existing Safeguard"|"Emergency-action plan, equipment, and training, for employees and contractors, is adequate and increases awareness."|"[Not applicable]"|"[Not applicable]"|"[Not applicable]"|"[Not applicable]"|"Safeguard Type: Administrative
The written emergency-action plan, or documents it references, describe:
* training that includes
- ammonia and safety awareness, covering 
> where used at the facility and 
> how to recognize a leak,
- 'what to do if I smell ammonia or notice other hazards', including 
> notifying supervisors or facility contacts and 
> moving to safety if needed,
- typical exit routes and gathering places,
- when working in a mechanical penthouse, on roof, or elsewhere people rarely go
> bringing a mobile phone or other communication device,
> checking in with a facility contact before the work and reasonably often for longer work,
- extra training for people with special roles, including 
> assessing and communicating routes to safe gathering places, either outside or inside (shelter-in-place),
> calling in needed resources, and
> head count,
* leak mitigation and emergency shutdown, [SEE SAMPLE COMPLIANCE PRACTICE AND HAZARDOUS-SUBSTANCE PROCEDURE]
* small-leak notifications, investigation, and actions, [SEE SAMPLE COMPLIANCE PRACTICE AND HAZARDOUS-SUBSTANCE PROCEDURE, AND 
- IF LIQUIDS ARE COOLED BY THE AMMONIA-REFRIGERATION SYSTEM, ENSURE THE SMALL-LEAK PROCEDURE (OR SIMILAR) WARNS AGAINST AND DESCRIBES HOW TO AVOID TRAPPING AMMONIA IN LOWER-PRESSURE LIQUID PIPING INTO WHICH AMMONIA LEAKED] (to avoid incidents like described in the 2018 Technical Safety BC report about the 2017 Fernie, British Columbia, incident),
* visitor and contractor access control, including 
- sign-in/sign-out log(s),
- a facility employee attends visitors and contractors who have not been adequately trained on the facility's emergency-action plan.
[VERIFY ABOVE, SEE THE 'Emergency Action Plan' COMPLIANCE PRACTICE IN THE PSM-CAP APP FOR A MORE COMPREHENSIVE LIST.]
* See also the safeguard on:
- fire-safety systems and means of egress."
"Existing Safeguard"|"Emergency-response capabilities and coordination are adequate, considering off-site populations and potential incidents."|"[Not applicable]"|"[Not applicable]"|"[Not applicable]"|"[Not applicable]"|"Safeguard Type: Administrative
* For the facility:
[SUMMARIZE, IF ANY, EMERGENCY-RESPONSE CAPABILITIES OF:
- OWNER/OPERATOR EMPLOYEES ROUTINELY AT THE FACILITY,
- AN AMMONIA-REFRIGERATION CONTRACTOR, WHO ROUTINELY SERVICES THE AMMONIA-REFRIGERATION SYSTEM,
- OTHER CONTRACTED EMERGENCY RESPONDERS, AND/OR
- COMMUNITY RESPONDERS, SOMETIMES THE LOCAL FIRE DEPARTMENT OR A HAZMAT TEAM THEY CAN CALL IN.
[IF TRUE ADD:]
* 911 [OR LIST OTHER PHONE NUMBER] can be dialed from the facility to alert local police and fire departments.
* The facility Owner/Operator makes efforts year each to ensure both its emergency plans and community emergency plans, covering the facility, are adequate and up to date.
* Other facilities near the facility use ammonia refrigeration, which helps ensure community preparedness."
"Existing Safeguard"|"Equipment and piping -- including valves, vessels, and supports -- are all suitable for their ammonia-refrigeration service."|"[Not applicable]"|"[Not applicable]"|"[Not applicable]"|"[Not applicable]"|"Safeguard Type: Engineering: Improves Primary-Containment Envelope
* The facility's ammonia-refrigeration system was built per [CODE CITATIONS, IF ANY, FOR FIRST INSTALL AND ALL ADDITIONS -- THIS MAY NOT BE KNOWN, IN THAT CASE, MORE DETAIL IS NEEDED HERE].
* Buildings or structures that serve as supports for the ammonia-refrigeration system were built per [CODE CITATIONS, IF ANY, FOR FIRST INSTALL AND ALL ADDITIONS -- THIS MAY NOT BE KNOWN, IN THAT CASE, MORE DETAIL IS NEEDED HERE.]
* Since [YEAR] the facility's PSM program, management of change, has included a design review, also called engineering review.
* All equipment in the ammonia-refrigeration system was supplied by reputable manufacturers, including
- [REFERENCE A COMPONENT LIST, CHANGE-MANAGEMENT DOCUMENTATION, OR LIST FOR AT LEAST MAJOR PACKAGES: COMPRESSORS, PUMPS, VESSELS...]
* In the facility's ammonia-refrigeration system:
- control valves do not trap liquid ammonia if controls fail or there is a power outage because 
> the solenoid valves and regulators allow flow in the reverse direction, 
> no motorized valves are located upstream of solenoid valves,
> no ammonia-refrigerant pumps are located upstream of solenoid valves or motorized valves, including on piping for liquid-injection cooling, unless appropriate safeguards are in place, such as minimum-flow bypass or pressure relief for the pump discharge,
- the automatic King valve has adequate safeguards to avoid shocks when it re-opens (pressure equalization) [PROVIDE DETAILS ON HOW, IF ONE IS INSTALLED],
- all valves have stainless-steel stems, including control-valve manual-opening stems,
- interior erosion of the steel primary-containment envelope is negligible because 
> flow speeds in ammonia-refrigerant piping are below erosional speeds and
> pressure-vessel inlets are built to avoid erosional impingement against the interior of the vessel's walls,
- gas-flow speeds in vessels, at their maximum operating level, are slow enough for adequate gas-liquid separation where needed, such as in vessels that feed compressors (accumulators, recirculators, suction traps...) and so
> prevent liquid droplets, entrained in gas, from reaching compressor suction inlets,
- [IF APPLICABLE] on the [TYPE] chillers, preventing corrosion by the cooled liquid, fatigue by different steel types expanding differently, and brittle fracture are accomplished by
> [REVIEW MATERIALS OF PLATES OR TUBES AND TUBE SHEETS FOR THESE FAILURES, CONSIDER 
(1) LIQUID IN CONTACT WITH PLATES OR TUBES 
(2) FATIGUE AND BRITTLE FRACTURE, ESPECIALLY WITH TUBE-IN-SHELL CHILLERS
(2.1) THICKNESS OF TUBE SHEETS
(2.2) IF CARBON STEEL, IS IT NORMALIZED,
(2.3) ANY POST-WELD HEAT TREATMENT,
(2.4) ANY EXPANSION JOINTS, 
AND SO ON.]"
"Existing Safeguard"|"Fire-safety systems and means of egress are adequately built, located, inspected, tested, and maintained."|"[Not applicable]"|"[Not applicable]"|"[Not applicable]"|"[Not applicable]"|"Safeguard Type: Engineering and Administrative Combined
* At the facility, this includes inspection, testing, and maintenance of, properly built and located:
- emergency communications, such a loud-speaker system or radios with adequate coverage,
- heat, smoke, and fire sensor and alarm systems,
- fire extinguishers,
- fire sprinkler systems,
- means of egress, including inspections for blocked exit doors,
- wind indicators,
- and so forth.
* Fire inspectors, with local authorities, routinely inspect the facility."
"Existing Safeguard"|"Inspection, testing, and maintenance (ITM) of the ammonia-refrigeration system and its safety systems are adequate."|"[Not applicable]"|"[Not applicable]"|"[Not applicable]"|"[Not applicable]"|"Safeguard Type: Administrative
[COMPARE ITM SCHEDULES AND PROCEDURES TO sample_ammonia-refrigeration_ITM... FILE POSTED AT https://factplusfancy.com/armp OR TO IIAR 6.]
This ITM includes, at least the following.
* Daily inspection of
- refrigerating-machinery room(s),
- condensers, at least viewed from within 100-feet,
- condenser water treatment, unless its automation allows a reduced frequency,
- any ammonia-refrigerant pumps outside the refrigerating-machinery room, 
- [DESCRIBE ANYTHING REQUIRING DAILY INSPECTION THAT'S NOT IN A REFRIGERATING-MACHINERY ROOM], and
* weekly inspection of
- condensers from within about 10 feet of all sides of their enclosure, and
- all other ammonia-refrigeration equipment and piping.
* Daily to weekly inspections check all areas with ammonia-refrigeration equipment or piping for:
- access to, egress from, lighting in, housekeeping of, heat or cold unsafe for people or equipment in, or other hazards in everywhere inspected,
> moving to safety and reporting any access, egress, or other safety concerns before proceeding,
- ice or frost build-ups,
- leaks of ammonia, oil, water, or other fluids that the inspector could see, smell, or hear,
- odd noises, shaking, or vibrations, 
> which can have many causes, including hand-expansion valves that are too many turns open, or 
- anything else unusual the inspector notices.
* Automatic-purger and transfer-system counts [ARE LOGGED DAILY UNLESS LOGGED BY CONTROLS.]
* Liquids that are cooled or heated are tested and treated as needed based on operating experience, quality standards, chemical-supplier recommendations, or equipment-manufacturer recommendations (for example, for glycol, the freeze-point, via refractive index or specific gravity, pH, any corrosion inhibitors, and any biocides.)
* Yearly ITM on:
- condenser(s), per manufacturer recommendations,
- clean-in-place and hot-gas defrost -- inspecting equipment and piping while they go through one complete cleaning or defrost cycle, from closing to re-opening the liquid-solenoid valve,
- insulation and paint on ammonia-refrigeration equipment, piping, and supports -- visual inspection and properly repairing as needed,
- safety shutoffs for rotating-electrical equipment, such as compressors, fans (if applicable), and pumps,
- safety systems, such as alarms, ammonia-in-air sensors, ventilation, and safety showers,
- supports, covering from the equipment enclosure or pipe to the foundation, if independently supported, or to the building-structural supports, floor, or roof that carry the loads, and if building structures, floors, or roofs are damaged, additional inspections are called for.
* Valve stems, including for control-valve manual opening, are lubricated and exercised per manufacturers recommendations or industry practice. [PROVIDE DETAILS ON WHAT THE FACILITY DOES.]
* See also the facility's maintenance-management system."
"Existing Safeguard"|"Labeling of equipment, pipes, and valves is adequate, inspected at least yearly, and maintained as needed."|"[Not applicable]"|"[Not applicable]"|"[Not applicable]"|"[Not applicable]"|"Safeguard Type: Administrative
* See the facility's maintenance-management system.
* [PROVIDE DETAILS, SUCH AS THE EDITION OF IIAR BULLETIN 114 OR OTHER LABELING SYSTEM FOLLOWED FOR THE FACILITY'S AMMONIA-REFRIGERATION SYSTEM.]
* [THE ADEQUACY OF LABELING MAY DEPEND ON CONTEXT, SUCH AS OTHER PIPING NEARBY, AND ADMINISTRATIVE CONTROLS, SUCH AS PRE-WORK TAGGING CALLED FOR BY SYSTEM-OPENING PERMITS, AT THE FACILITY.]"
"Existing Safeguard"|"Leak detection includes ammonia-in-air sensors that trigger alarms and other actions."|"[Not applicable]"|"[Not applicable]"|"[Not applicable]"|"[Not applicable]"|"Safeguard Type: Engineering and Administrative Combined
* See existing safeguards about the refrigerating-machinery room and its safety systems.
[DESCRIBE ANY AMMONIA-IN-AIR SENSORS OUTSIDE OF REFRIGERATING-MACHINERY ROOMS AND THE ACTIONS THEY TRIGGER, INCLUDING COMMUNICATING ALARMS TO PERSONNEL QUALIFIED TO MUSTER...], 
START EXAMPLES WHICH MAY BE OPTIONAL:
* In addition, ammonia-in-air sensors in:
- the outlet air of all air-handling units (AHU) with ammonia refrigeration (LIST)
> trigger alarms [DESCRIBE] and shutoff the AHU when ammonia is detected.
- in coolers and freezers [LIST]
> trigger alarms [DESCRIBE] and [DESCRIBE ANY SHUTOFFS OF LIQUID OR HOT-GAS SOLENOID VALVES]
* PROVIDE DETAILS, SUCH AS HOW SENSORS ARE LOCATED TO BE LIKELY TO DETECT LEAKS.]
END EXAMPLES]
* ppm means parts per million by volume, ammonia concentration in air."
"Existing Safeguard"|"Mechanical systems, that could damage ammonia refrigeration, are adequately built, located, inspected, tested, and maintained."|"[Not applicable]"|"[Not applicable]"|"[Not applicable]"|"[Not applicable]"|"Safeguard Type: Engineering and Administrative Combined
The PHA team only did a limited check for failures that could affect the ammonia-refrigeration system, including the following.
[START EXAMPLES]
* Boiler, flammable gas, or steam explosions. See also the fire, insurance, and other inspection, testing, and maintenance on these systems.
* Fire more likely or severe than pressure-relief design scenarios due to:
- any combustible-liquid piping passing through or storage in
> the ammonia refrigerating machinery room or
> other locations with ammonia-refrigeration pressure vessels.
* Stacks, such a for boilers and or relief vents, falling on ammonia-refrigeration equipment or piping.
[END EXAMPLES]
[DETAIL ANY APPLICABLE EXISTING SAFEGUARDS OR ADD RECOMMENDED ACTIONS.]
[START EXAMPLES]
The safety of other mechanical systems at the facility, including controls, ducts, equipment, piping, or power supplies for boilers, compressed air, heating, combustible or flammable gases or liquids (oil, natural gas...), non-ammonia refrigeration and air conditioning, steam, ventilation, or water,
- is reasonably demonstrated by their as-built documentation and inspection, testing, and maintenance records.
[END EXAMPLES]
* See also the safeguard on: 
- Safe-work practices, including for confined spaces, electrical, hot work, lifts and vehicles, mechanical, and lockout-tagout."
"Existing Safeguard"|"Metal-fatigue prevention is adequate to avoid all but small leaks."|"[Not applicable]"|"[Not applicable]"|"[Not applicable]"|"[Not applicable]"|"Safeguard Type: Engineering and Administrative Combined
[SOMETIMES APPLICABLE TO:

* TUBE-IN-SHELL HEAT EXCHANGERS SUBJECT TO TEMPERATURE CYCLES OR WITH DIFFERENT MATERIALS FOR TUBE AND TUBESHEET.
SAFEGUARDS MAY INCLUDE:
- USE A WELDED-PLATE OR PLATE-IN-SHELL HEAT EXCHANGER -- IF STRESSES IN THEM WOULD BE LOWER OR WITHIN ACCEPTABLE RANGES.
- EXPANSION JOINTS -- PROPERLY BUILT, INSTALLED, AND MAINTAINED (ONE END OF STAND ALLOWS MOVEMENT, GREASED...)
- INSPECTION FOR CRACKS NEAR TUBE TO TUBESHEET WELDS, ESPECIALLY DURING REPAIRS.
- RATE OR AMOUNT OF TEMPERATURE CHANGE KEEPS STRESSES LOW ENOUGH THAT THE NUMBER OF ALLOWED CYCLES, PER S-N CURVE, IS NOT EXPECTED TO OCCUR WITHIN PLANNED LIFE OF THE EQUIPMENT.
- DEMONSTRATING THAT CATASTROPHIC FAILURE IS UNLIKELY BEFORE WARNING FROM A SMALL LEAK.

* COILS THAT ARE CLEANED OR DEFROSTED WITH WATER OR SIMILAR.
SAFEGUARDS MAY INCLUDE:
- RATE OR AMOUNT OF TEMPERATURE CHANGE KEEPS STRESSES LOW ENOUGH THAT THE NUMBER OF ALLOWED CYCLES, PER S-N CURVE, IS NOT EXPECTED TO OCCUR WITHIN PLANNED LIFE OF THE EQUIPMENT.]"
"Existing Safeguard"|"Oil-draining equipment and piping are adequately built, located, inspected, tested, and maintained."|"[Not applicable]"|"[Not applicable]"|"[Not applicable]"|"[Not applicable]"|"Safeguard Type: Engineering and Administrative Combined
In the facility's ammonia-refrigeration system,
* self-closing valves are installed on all oil-draining outlets to the atmosphere (oil drains), including
- permanently at all locations from which oils is drained more that once per year,
- at all oil drains from oil pots, and
- temporarily when oil is drained from locations without a permanently installed self-closing valve, following a system-opening permit;
* oil pots all have
- a gas pocket that fills their upper portion (a head space) where their pressure-relief nozzle (an inlet to the pressure-relief system) is located, such as 
> because the liquid level in the oil pot does not rise above its vent-piping inlet, 
> making liquid less likely to reach their pressure-relief valves, built for only gas flow, and the relief-vent (RV) piping;
- a 300 pounds per square inch (PSI) maximum allowable working pressure (MAWP) and pressure-relief valves with 300 PSI opening pressures, which is at least 50 PSI higher than the set points of the pressure-relief devices for the vessel that the oil pot serves, so 
> the oil-pot pressure-relief valves should remain closed unless the pot is valved off (isolated), and so 
> liquid from the vessel that the oil pot serves is unlikely to enter the RV piping via the oil pot's pressure-relief valve, even during a fire.
[VERIFY ALL THE ABOVE AND AS NEEDED DETAIL WHICH OIL POTS HAVE THESE SAFEGUARDS.]"
"Existing Safeguard"|"Open flames and over 800 F surfaces, reasonable separation from where an ammonia leak may cause a flammable atmosphere."|"[Not applicable]"|"[Not applicable]"|"[Not applicable]"|"[Not applicable]"|"Safeguard Type: Engineering and Administrative Combined
* None of these are normally inside the
- refrigerating-machinery room,
- coolers,
- freezers,
- production areas cooled by ammonia refrigeration.
* The following have combustion air supplied from where a flammable atmosphere due to an ammonia leak is reasonably unlikely
- air-handling units with gas heat,
- boilers
- other space heaters. [ANY?]
[VERIFY ABOVE]
- [DESCRIBE AND ASSESS OTHER AREAS WHERE A RAPID AMMONIA LEAK MAY OCCUR.]"
"Existing Safeguard"|"Piping systems that ammonia refrigerant could leak into have adequate means to relieve any resulting overpressure."|"[Not applicable]"|"[Not applicable]"|"[Not applicable]"|"[Not applicable]"|"Safeguard Type: Engineering and Administrative Combined
* Adequate means to relieve overpressure includes piping systems that are:
- protected by pressure-relief devices (sometimes on expansion tanks) that discharge to a safe location, 
- normally open to the atmosphere with procedures and training that warn against closing valves that would isolate portions of the piping systems from the atmosphere, 
> without first ensuring that ammonia refrigerant cannot leak into the isolated portions of the piping systems, 
> such as by pumping down, isolating, and venting the ammonia-refrigerant side of heat exchangers.
* Piping systems may include tanks and other vessels.
* The above precautions are not needed if an air gap, or equivalent, separates a piping system from the ammonia refrigerant, 
- such as tanks and silos with ammonia cooling jackets."
"Existing Safeguard"|"Post-weld heat treatment (PWHT) was done to vessels where stress-corrosion cracking (SCC) is rare but more likely to occur."|"[Not applicable]"|"[Not applicable]"|"[Not applicable]"|"[Not applicable]"|"Safeguard Type: Engineering: Improves Primary-Containment Envelope
Pressure vessels that received PWHT, in the facility's ammonia-refrigeration system, per their nameplates and manufacturer data reports, [OR DETAIL THE SOURCE OF THIS INFORMATION] include,
* all vessels exposed to hot gas without lots of lubricating oil, where SCC is rare:
[OFTEN THIS INCLUDES, DETAIL HERE]
- high-pressure receiver [P&ID LABEL],
- thermosiphon receiver [P&ID LABEL], and
- transfer-system vessel [P&ID LABEL],
- [ANY SURGE DRUMS OR OTHER VESSELS ROUTINELY EXPOSED TO HOT GAS, FOR DEFROST...]
* some suction side vessels without lots of lubricating oil, where SCC is very rare:
- [LIST ANY SUCTION VESSELS THAT RECEIVED PWHT]."
"Existing Safeguard"|"Pressure-relief systems are adequately built, located, inspected, tested, and maintained."|"[Not applicable]"|"[Not applicable]"|"[Not applicable]"|"[Not applicable]"|"Safeguard Type: Engineering and Administrative Combined
For/in the facility's ammonia-refrigeration system,
* design code -- pressure-relief systems are built per [CITE CODE AND EDITION -- DETAIL IF MULTIPLE INSTALLS PER DIFFERENT CODES OR EDITIONS].
- see [REFERENCE THE AS-BUILT DOCUMENTATION];
* discharge safety -- the relief-vent (RV) piping outlets to the atmosphere (potential ammonia-discharge locations) are reasonably safe, including
- at least 20 feet (6.1 m) in any direction from air intakes or building openings, such as doors or sometimes-opened windows,
- either at least 20 feet (6.1 m) horizontally from or at least 7.25 feet (2.2 m) above walking-working surfaces, such as catwalks, ladders, most roofs, and the tops of condensers,
- at least 15 feet (4.6 m) above grade, such as surfaces where vehicles may drive,
- not directed towards where people may be walking or working -- best if vertically upward, such as with a tractor cap (IIAR 9-2020 7.2.2.1, 7.4.1, 7.4.2, and 7.4.3),
* serviceability and weeping (slow leak by the valve seat): 
- three-way valves with dual pressure-relief valves (in-service and standby) protect all pressure vessels that cannot be removed from service safely and without excessively disrupting facility operations,
> removing from service often includes pump down until any liquid ammonia is fully removed, isolating, and if needed venting the remaining ammonia gas safely, such as into an adequate amount of water that is disposed of safely, 
> if the in-service pressure-relief valve is weeping, when installed on a three-way valve, the three-way-valve stem can be turned to isolate the weeping valve while putting the backup pressure-relief valve into service, and
- identifying weeping pressure-relief valves and properly operating three-way valves, if present, or otherwise removing vessels from service are described in writing in [NAME OF PROCEDURE, SUCH AS A SMALL LEAK PROCEDURE, WHICH REFERENCES VESSEL REMOVAL FROM SERVICE PROCEDURE(S)];
* water-condensation prevention -- the RV piping is not located in refrigerated or cooled spaces, where water might condense in it, instead it is only located in:
- the refrigerating-machinery room(s), which is typically warm and above the dew point outside,
- outdoors, mostly above the roof. [DESCRIBE ANY OTHER OUTDOOR LOCATIONS]
* water-entry prevention -- the RV piping outlets to the atmosphere reasonably prevent moisture entry, such as by a tractor cap, 
* water draining -- the RV piping has provisions for safely collecting and draining any water the enters or condenses in it;
* maintenance -- the maintenance-management system schedules and documents:
- replacement of each pressure-relief valve within five years of its installation date (IIAR 6-2020 13.1.1)
> excepting pressure-relief valves that discharge back into the refrigeration system (IIAR 6-2020 13.1.4 and August 24, 2020, IIAR Interpretation SC 2020-2), and
- draining water from the RV piping, as needed,
* screw-compressor oil-cooler, oil-side pressure relief, is provided as part of each screw compressor package and discharges safely back into that compressor package, typically to its oil separator."
"Existing Safeguard"|"Production monitoring and quality control."|"[Not applicable]"|"[Not applicable]"|"[Not applicable]"|"[Not applicable]"|"Safeguard Type: Engineering and Administrative Combined
At the facility, this includes monitoring 
* temperatures of
- air, in [LIST, SUCH AS RAW MATERIAL AND PRODUCT COOLERS OR FREEZERS AND PRODUCTION ROOMS],
- [LIST ANY FLUIDS, LIKE BRINE, GLYCOL, OR WATER],
- product, and
* chemistry of [LIST ANY FLUIDS], which might discover an ammonia leak into these fluids:
- by noticing an ammonia odor when near or sampling the fluid or
- by chemistry changes."
"Existing Safeguard"|"Pump safety shutoffs are adequate, for both ammonia and cooling-water pumps, including for their motors."|"[Not applicable]"|"[Not applicable]"|"[Not applicable]"|"[Not applicable]"|"Safeguard Type: Engineering: Improves Instrumentation, Controls, or Machinery Reliability
For the ammonia-refrigerant pumps at the facility, this includes
* pump shutoff if the level is too low in the vessel that feeds the pump, to avoid:
- low pump-suction pressure and cavitation in the pump, near its impeller."
"Existing Safeguard"|"Pumps, ammonia-refrigerant, and their piping are adequately built, controlled, located, inspected, tested, and maintained."|"[Not applicable]"|"[Not applicable]"|"[Not applicable]"|"[Not applicable]"|"Safeguard Type: Engineering and Administrative Combined
In the facility's ammonia-refrigeration system, this includes: 
* adequate piping for
- cooling and venting the pump housing or volute,
- minimum-flow bypass,
- pressure relief between check valves and downstream stop valves, unless handled by administrative controls,
* a nipple or other means to safely vent ammonia refrigerant between check valves and downstream stop valves,
* adequate net positive suction head, due to an adequate elevation difference between the liquid level in the vessel that feeds the pump and the pump impeller as well as adequately sized inlet (suction) piping."
"Existing Safeguard"|"Purging non-condensable gases is done effectively."|"[Not applicable]"|"[Not applicable]"|"[Not applicable]"|"[Not applicable]"|"Safeguard Type: Engineering and Administrative Combined
In the facility's ammonia-refrigeration system,
* an automatic purger is properly installed, operated, monitored, inspected, and maintained;
* manual purging is not done. [VERIFY AND REVISE AS NEEDED.]
Notes:
* Air can only enter the facility's closed-circuit refrigeration system when it is opened for maintenance because all portions of it normally remain above atmospheric pressure. [DELETE THIS BULLET POINT IF OPERATING AT A VACUUM.]
* Here, non-condensable gases means gases that neither dissolve in ammonia nor condense to a liquid under the temperature and pressure conditions in the ammonia-refrigerant condenser(s). Water is very soluble in ammonia, but other components of air mostly are not.
* Manual purging typically involves opening stop valves, on nipples, on the condenser outlet piping and venting ammonia gas, containing higher concentrations of non-condensable gases (foul gas), into a bucket of water, or similar."
"Existing Safeguard"|"Reciprocating compressors are more tolerant of liquid-ammonia refrigerant than screw compressors."|"[Not applicable]"|"[Not applicable]"|"[Not applicable]"|"[Not applicable]"|"Safeguard Type: Engineering: Improves Primary-Containment Envelope
* This includes:
- liquid in compressor suction (slugging) or
- liquid in a compressor when it starts, due to condensation, while off, in the compressor or near the compressor that drained into it.
* This is due to the safety heads on reciprocating-compressor cylinders, which can lift and allow liquid to exit the cylinders.
* If a screw compressor tries to compress liquid, particularly while rotating quickly, it is more likely to,
- have severe internal damage, to bearings and screws,
- seal leaks, and
- possibly, but rarely, a crack or rupture of its housing, causing a rapid oil and ammonia leak.
"
